table	column	final_disposition	owner	responsibility	source_type	source_not_null	source_default	source_pk	production_nulls_rows	staging_nulls_rows	production_storage_types	target_declaration	source_checks	target_checks	source_foreign_keys	target_foreign_keys	source_indexes	target_index_declarations	column_consumer_evidence	canonical_readers_writers	retention	transfer
chowbot_channel_state	active_conversation_id	remove/project obsolete field	WhatsApp interaction	Pending confirmation and last inbound ID; three unused selections retire	TEXT	0		0	3/3	0/0	null:3	[removed]	 CONSTRAINT "chowbot_channel_state_active_site_check" CHECK(active_conversation_id IS NULL OR selected_site_id IS NOT NULL)		chowbot_conversations.id ON DELETE NO ACTION; chowbot_conversations.id ON DELETE SET NULL				scripts/epoch5-data.mjs:15; scripts/epoch5-data.mjs:257	chowbot-conversations.ts; api/whatsapp/webhook.post.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Unused option; all production/staging values NULL
chowbot_channel_state	pending_message_id	remove/project obsolete field	WhatsApp interaction	Pending confirmation and last inbound ID; three unused selections retire	TEXT	0		0	3/3	0/0	null:3	[removed]			chowbot_messages.id ON DELETE SET NULL				scripts/epoch5-data.mjs:15; scripts/epoch5-data.mjs:257	chowbot-conversations.ts; api/whatsapp/webhook.post.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Unused option; all production/staging values NULL
chowbot_channel_state	pending_confirmation	retain exact typed value	WhatsApp interaction	Pending confirmation and last inbound ID; three unused selections retire	TEXT	0		0	2/3	0/0	null:2,text:1	pending_confirmation: text(),		CONSTRAINT "chowbot_channel_state_pending_confirmation_check" CHECK(pending_confirmation IS NULL OR (json_valid(pending_confirmation) AND json_type(pending_confirmation) IS 'object'))					scripts/reset-e2e-artifacts.ts:232; scripts/reset-e2e-artifacts.ts:233; scripts/reset-e2e-artifacts.ts:234; server/utils/chowbot-conversations.ts:22; server/utils/chowbot-conversations.ts:29; server/utils/chowbot-conversations.ts:33; server/utils/chowbot-conversations.ts:50; server/utils/chowbot-conversations.ts:56; server/api/whatsapp/webhook.post.ts:107; server/api/whatsapp/webhook.post.ts:223; server/utils/site-transfer.ts:310; server/utils/site-transfer.ts:311; server/utils/site-transfer.ts:312	chowbot-conversations.ts; api/whatsapp/webhook.post.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
chowbot_channel_state	last_inbound_id	retain exact typed value	WhatsApp interaction	Pending confirmation and last inbound ID; three unused selections retire	TEXT	0		0	0/3	0/0	text:3	last_inbound_id: text(),							server/utils/chowbot-conversations.ts:23; server/utils/chowbot-conversations.ts:30; server/utils/chowbot-conversations.ts:33; server/utils/chowbot-conversations.ts:51; server/utils/chowbot-conversations.ts:56; server/api/whatsapp/webhook.post.ts:587	chowbot-conversations.ts; api/whatsapp/webhook.post.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
chowbot_channel_state	updated_at	retain exact typed value	WhatsApp interaction	Pending confirmation and last inbound ID; three unused selections retire	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/3	0/0	text:3	updated_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							scripts/epoch5-data.mjs:26; scripts/epoch5-data.mjs:348; scripts/reset-e2e-artifacts.ts:232; scripts/reset-e2e-artifacts.ts:240; server/utils/chowbot-conversations.ts:24; server/utils/chowbot-conversations.ts:31; server/utils/chowbot-conversations.ts:33; server/utils/chowbot-conversations.ts:52; server/utils/chowbot-conversations.ts:56; server/api/whatsapp/webhook.post.ts:634; server/api/whatsapp/webhook.post.ts:655; server/utils/site-transfer.ts:108; server/utils/site-transfer.ts:247; server/utils/site-transfer.ts:262; server/utils/site-transfer.ts:288; server/utils/site-transfer.ts:302; server/utils/site-transfer.ts:305; server/utils/site-transfer.ts:310; server/utils/site-transfer.ts:339; server/utils/site-transfer.ts:342	chowbot-conversations.ts; api/whatsapp/webhook.post.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
chowbot_conversations	id	retain exact typed value	Historical ChowBot transcript	13 retained historical conversation headers; no active reader/writer after cleanup	TEXT	1		1	0/13	0/0	text:13	id: text().primaryKey(),					chowbot_conversations_id_org_site_unique UNIQUE(id,organization_id,site_id); chowbot_conversations_id_site_user_unique UNIQUE(id,site_id,user_id); sqlite_autoindex_chowbot_conversations_1 UNIQUE(id)	id: text().primaryKey(),; unique("chowbot_conversations_id_site_user_unique").on(table.id, table.site_id, table.user_id),; unique("chowbot_conversations_id_org_site_unique").on(table.id, table.organization_id, table.site_id),	scripts/epoch5-data.mjs:48; scripts/epoch5-data.mjs:51; scripts/epoch5-data.mjs:53; scripts/epoch5-data.mjs:64; scripts/epoch5-data.mjs:66; scripts/epoch5-data.mjs:67; scripts/epoch5-data.mjs:68; scripts/epoch5-data.mjs:69; scripts/epoch5-data.mjs:70; scripts/epoch5-data.mjs:71; scripts/epoch5-data.mjs:72; scripts/epoch5-data.mjs:73; scripts/epoch5-data.mjs:74; scripts/epoch5-data.mjs:76; scripts/epoch5-data.mjs:77; scripts/epoch5-data.mjs:79; scripts/epoch5-data.mjs:80; scripts/epoch5-data.mjs:82; scripts/epoch5-data.mjs:83; scripts/epoch5-data.mjs:239; scripts/epoch5-data.mjs:244; scripts/epoch5-data.mjs:246; scripts/epoch5-data.mjs:247; scripts/epoch5-data.mjs:252	scripts/epoch5-data.mjs	Preserve immutable historical rows exactly; no new active consumers/history model; existing owner/user deletion cascades	Copy exact typed source value; typed logical hash parity required
chowbot_conversations	organization_id	retain exact typed value	Historical ChowBot transcript	13 retained historical conversation headers; no active reader/writer after cleanup	TEXT	1		0	0/13	0/0	text:13	organization_id: text().notNull().references(() => organization.id, { onDelete: "cascade" } ),			organization.id ON DELETE CASCADE	group 3 organization_id -> organization.id ON DELETE CASCADE	chowbot_conversations_id_org_site_unique UNIQUE(id,organization_id,site_id); chowbot_conversations_org_site_idx(organization_id,site_id)	unique("chowbot_conversations_id_org_site_unique").on(table.id, table.organization_id, table.site_id),; index("chowbot_conversations_org_site_idx").on(table.organization_id, table.site_id),	shared/site-transfer-policy.ts:2; scripts/epoch5-data.mjs:50; scripts/epoch5-data.mjs:52; scripts/epoch5-data.mjs:66; scripts/epoch5-data.mjs:74; scripts/epoch5-data.mjs:247; scripts/epoch5-data.mjs:268; scripts/epoch5-data.mjs:270; scripts/epoch5-data.mjs:336; scripts/epoch5-data.mjs:340; scripts/epoch5-data.mjs:341; scripts/epoch5-data.mjs:348; scripts/reset-e2e-artifacts.ts:20; scripts/reset-e2e-artifacts.ts:149; scripts/reset-e2e-artifacts.ts:175; scripts/reset-e2e-artifacts.ts:219	scripts/epoch5-data.mjs	Preserve immutable historical rows exactly; no new active consumers/history model; existing owner/user deletion cascades	Copy exact typed source value; typed logical hash parity required
chowbot_conversations	site_id	retain exact typed value	Historical ChowBot transcript	13 retained historical conversation headers; no active reader/writer after cleanup	TEXT	1		0	0/13	0/0	text:13	site_id: text().notNull().references(() => sites.id, { onDelete: "cascade" } ),			sites.id ON DELETE CASCADE	group 2 site_id -> sites.id ON DELETE CASCADE	chowbot_conversations_id_org_site_unique UNIQUE(id,organization_id,site_id); chowbot_conversations_id_site_user_unique UNIQUE(id,site_id,user_id); idx_chowbot_conversations_site(site_id,user_id,status,updated_at); chowbot_conversations_org_site_idx(organization_id,site_id)	unique("chowbot_conversations_id_site_user_unique").on(table.id, table.site_id, table.user_id),; unique("chowbot_conversations_id_org_site_unique").on(table.id, table.organization_id, table.site_id),; index("chowbot_conversations_org_site_idx").on(table.organization_id, table.site_id),; index("idx_chowbot_conversations_site").on(table.site_id, table.user_id, table.status, table.updated_at),	shared/site-transfer-policy.ts:3; scripts/epoch5-data.mjs:22; scripts/epoch5-data.mjs:50; scripts/epoch5-data.mjs:52; scripts/epoch5-data.mjs:66; scripts/epoch5-data.mjs:74; scripts/epoch5-data.mjs:77; scripts/epoch5-data.mjs:80; scripts/epoch5-data.mjs:81; scripts/epoch5-data.mjs:83; scripts/epoch5-data.mjs:247; scripts/epoch5-data.mjs:293; scripts/epoch5-data.mjs:312; scripts/epoch5-data.mjs:313; scripts/epoch5-data.mjs:316; scripts/epoch5-data.mjs:319; scripts/epoch5-data.mjs:336; scripts/epoch5-data.mjs:340; scripts/epoch5-data.mjs:341; scripts/epoch5-data.mjs:343; scripts/epoch5-data.mjs:344; scripts/epoch5-data.mjs:348; scripts/epoch5-data.mjs:372; scripts/reset-e2e-artifacts.ts:158	scripts/epoch5-data.mjs	Preserve immutable historical rows exactly; no new active consumers/history model; existing owner/user deletion cascades	Copy exact typed source value; typed logical hash parity required
chowbot_conversations	user_id	retain exact typed value	Historical ChowBot transcript	13 retained historical conversation headers; no active reader/writer after cleanup	TEXT	1		0	0/13	0/0	text:13	user_id: text().notNull().references(() => user.id, { onDelete: "cascade" } ),			user.id ON DELETE CASCADE	group 1 user_id -> user.id ON DELETE CASCADE	chowbot_conversations_id_site_user_unique UNIQUE(id,site_id,user_id); idx_chowbot_conversations_site(site_id,user_id,status,updated_at); chowbot_conversations_user_id_idx(user_id)	unique("chowbot_conversations_id_site_user_unique").on(table.id, table.site_id, table.user_id),; index("chowbot_conversations_user_id_idx").on(table.user_id),; index("idx_chowbot_conversations_site").on(table.site_id, table.user_id, table.status, table.updated_at),	Retained historical payload; no active runtime consumer intended	scripts/epoch5-data.mjs	Preserve immutable historical rows exactly; no new active consumers/history model; existing owner/user deletion cascades	Copy exact typed source value; typed logical hash parity required
chowbot_conversations	title	retain exact typed value	Historical ChowBot transcript	13 retained historical conversation headers; no active reader/writer after cleanup	TEXT	1	'New Conversation'	0	0/13	0/0	text:13	title: text().default("New Conversation").notNull(),							Retained historical payload; no active runtime consumer intended	scripts/epoch5-data.mjs	Preserve immutable historical rows exactly; no new active consumers/history model; existing owner/user deletion cascades	Copy exact typed source value; typed logical hash parity required
chowbot_conversations	active_channel	retain exact typed value	Historical ChowBot transcript	13 retained historical conversation headers; no active reader/writer after cleanup	TEXT	1	'dashboard'	0	0/13	0/0	text:13	active_channel: text().default("dashboard").notNull(),							Retained historical payload; no active runtime consumer intended	scripts/epoch5-data.mjs	Preserve immutable historical rows exactly; no new active consumers/history model; existing owner/user deletion cascades	Copy exact typed source value; typed logical hash parity required
chowbot_conversations	status	retain exact typed value	Historical ChowBot transcript	13 retained historical conversation headers; no active reader/writer after cleanup	TEXT	1	'active'	0	0/13	0/0	text:13	status: text().default("active").notNull(),					idx_chowbot_conversations_site(site_id,user_id,status,updated_at)	index("idx_chowbot_conversations_site").on(table.site_id, table.user_id, table.status, table.updated_at),	scripts/epoch5-data.mjs:14; scripts/epoch5-data.mjs:260; scripts/epoch5-data.mjs:332; scripts/epoch5-data.mjs:336; scripts/epoch5-data.mjs:340; scripts/epoch5-data.mjs:341; scripts/epoch5-data.mjs:342; scripts/reset-e2e-artifacts.ts:293	scripts/epoch5-data.mjs	Preserve immutable historical rows exactly; no new active consumers/history model; existing owner/user deletion cascades	Copy exact typed source value; typed logical hash parity required
chowbot_conversations	selected_location_id	retain exact typed value	Historical ChowBot transcript	13 retained historical conversation headers; no active reader/writer after cleanup	TEXT	0		0	9/13	0/0	null:9,text:4	selected_location_id: text().references(() => business_locations.id, { onDelete: "set null" } ),			business_locations.id ON DELETE SET NULL	group 0 selected_location_id -> business_locations.id ON DELETE SET NULL			Retained historical payload; no active runtime consumer intended	scripts/epoch5-data.mjs	Preserve immutable historical rows exactly; no new active consumers/history model; existing owner/user deletion cascades	Copy exact typed source value; typed logical hash parity required
chowbot_conversations	created_at	retain exact typed value	Historical ChowBot transcript	13 retained historical conversation headers; no active reader/writer after cleanup	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/13	0/0	text:13	created_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							scripts/epoch5-data.mjs:26; scripts/reset-e2e-artifacts.ts:151; scripts/reset-e2e-artifacts.ts:175; scripts/reset-e2e-artifacts.ts:251; scripts/reset-e2e-artifacts.ts:253; scripts/reset-e2e-artifacts.ts:255; scripts/reset-e2e-artifacts.ts:259; scripts/reset-e2e-artifacts.ts:262; scripts/reset-e2e-artifacts.ts:265	scripts/epoch5-data.mjs	Preserve immutable historical rows exactly; no new active consumers/history model; existing owner/user deletion cascades	Copy exact typed source value; typed logical hash parity required
