table	production_rows	staging_rows	source_columns	final_disposition	owner	responsibility	canonical_readers_writers	direct_sql_boundaries	target_checks	retention
tenant_compliance	1	1	24	retain domain table	Client legal identity	Actual entity/disclaimer/contact/schema facts and policy references	professional-services.ts; professional-services-editor.ts	server/utils/professional-services-editor.ts:404; server/utils/professional-services-editor.ts:419; server/utils/professional-services.ts:328	CONSTRAINT "tenant_compliance_service_area_type_check" CHECK(service_area_type IN ('AdministrativeArea', 'City', 'Country', 'Place', 'State')); CONSTRAINT "tenant_compliance_same_as_check" CHECK(same_as IS NULL OR (json_valid(same_as) AND json_type(same_as) IS 'array')); CONSTRAINT "tenant_compliance_contact_points_check" CHECK(contact_points IS NULL OR (json_valid(contact_points) AND json_type(contact_points) IS 'array')); CONSTRAINT "tenant_compliance_nonprofit_status_check" CHECK(nonprofit_status IN ('https://schema.org/Nonprofit501c1', 'https://schema.org/Nonprofit501c2', 'https://schema.org/Nonprofit501c3', 'https://schema.org/Nonprofit501c4', 'https://schema.org/Nonprofit501c5', 'https://schema.org/Nonprofit501c6', 'https://schema.org/Nonprofit501c7', 'https://schema.org/Nonprofit501c8', 'https://schema.org/Nonprofit501c9', 'https://schema.org/Nonprofit501c10', 'https://schema.org/Nonprofit501c11', 'https://schema.org/Nonprofit501c12', 'https://schema.org/Nonprofit501c13', 'https://schema.org/Nonprofit501c14', 'https://schema.org/Nonprofit501c15', 'https://schema.org/Nonprofit501c16', 'https://schema.org/Nonprofit501c17', 'https://schema.org/Nonprofit501c18', 'https://schema.org/Nonprofit501c19', 'https://schema.org/Nonprofit501c20', 'https://schema.org/Nonprofit501c21', 'https://schema.org/Nonprofit501c22', 'https://schema.org/Nonprofit501c23', 'https://schema.org/Nonprofit501c24', 'https://schema.org/Nonprofit501c25', 'https://schema.org/Nonprofit501c26', 'https://schema.org/Nonprofit501c27', 'https://schema.org/Nonprofit501c28', 'https://schema.org/NonprofitANBI', 'https://schema.org/NonprofitSBBI')); CONSTRAINT "tenant_compliance_address_visibility_check" CHECK(address_visibility IN ('visible', 'hidden'))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
tenant_page_variants	25	44	16	retain domain table	Localized page	Locale-specific route/metadata/canonical rich document	tenant-pages.ts; content-documents.ts; public-tenant-pages.ts	seed-definitions/tenant-pages.ts:126; scripts/backup-kikuzuki.mjs:103; scripts/audit-orphaned-media-placements.mjs:18; scripts/epoch5-data.mjs:49; server/utils/content-documents.ts:24; server/api/sites/[siteId]/setup-progress.get.ts:107; server/utils/tenant-pages.ts:319; server/utils/tenant-pages.ts:351; server/utils/tenant-pages.ts:387; server/utils/tenant-pages.ts:479; server/utils/tenant-pages.ts:513; server/utils/tenant-pages.ts:542; server/utils/tenant-pages.ts:571; server/utils/tenant-pages.ts:619; server/utils/tenant-pages.ts:627; server/utils/tenant-pages.ts:697; server/utils/tenant-pages.ts:757; server/utils/tenant-pages.ts:833; server/utils/tenant-pages.ts:880; server/utils/tenant-pages.ts:891; server/utils/tenant-pages.ts:968; server/utils/tenant-pages.ts:1002; server/utils/tenant-pages.ts:1015; server/utils/localization.ts:561; server/utils/social-card.ts:94; server/utils/social-card.ts:188; server/utils/social-card.ts:226; server/utils/site-language-billing.ts:389; server/utils/site-language-billing.ts:396; server/utils/site-language-billing.ts:399; server/utils/onboarding-checklist.ts:94; server/utils/qa-dashboard.ts:7; server/utils/public-tenant-pages.ts:331; server/utils/public-locale-representations.ts:110; server/plugins/tenant-sitemap-filter.ts:29; server/plugins/sitemap.ts:23; server/plugins/sitemap.ts:153; server/middleware/zz-redirects.ts:49; server/api/dashboard/onboarding/drafts/[draftId]/commit.post.ts:192; server/api/public/sites/[siteId]/conversion-events.post.ts:98	CONSTRAINT "tenant_page_variants_path_check" CHECK(path LIKE '/%' AND path NOT LIKE '//%')	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
tenant_pages	23	40	11	retain domain table	Page identity	Stable identity/type/source/order independent of locale body	tenant-pages.ts	seed-definitions/tenant-pages.ts:118; scripts/backup-kikuzuki.mjs:101; scripts/backup-kikuzuki.mjs:116; scripts/audit-orphaned-media-placements.mjs:19; scripts/epoch5-data.mjs:48; server/utils/content-documents.ts:25; server/utils/tenant-pages.ts:319; server/utils/tenant-pages.ts:479; server/utils/tenant-pages.ts:513; server/utils/tenant-pages.ts:543; server/utils/tenant-pages.ts:615; server/utils/tenant-pages.ts:698; server/utils/tenant-pages.ts:761; server/utils/tenant-pages.ts:820; server/utils/tenant-pages.ts:876; server/utils/tenant-pages.ts:972; server/api/public/sites/[siteId]/conversion-events.post.ts:58; server/api/public/sites/[siteId]/conversion-events.post.ts:97	CONSTRAINT "tenant_pages_page_type_check" CHECK(page_type IN ('custom', 'recipe', 'legal', 'system'))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
themes	2	2	8	remove obsolete table	Retired registry duplicate	Seed-only metadata; actual template registry constrains sites.theme_id	scripts/generate-demo-seed.ts; utils/template-registry.ts			Explicit obsolete-data discard with source row/field hashes; no replacement
usage_events	85	2	13	retain domain table	Usage ledger	Append-only quantity/unit/provider/idempotency provenance	usage-metering.ts; ai-credits.ts	seed-definitions/billing-sql.ts:46; server/utils/ai-credits.ts:294; server/utils/ai-credits.ts:403; server/utils/ai-credits.ts:421; server/utils/ai-credits.ts:481; server/utils/ai-credits.ts:508; server/utils/ai-credits.ts:603; server/utils/ai-credits.ts:633; server/utils/ai-credits.ts:638; server/utils/ai-credits.ts:642; server/utils/ai-credits.ts:656; server/utils/ai-credits.ts:707; server/utils/ai-credits.ts:732; server/utils/ai-credits.ts:738; server/utils/ai-credits.ts:752; server/utils/ai-credits.ts:765; server/utils/usage-metering.ts:210; server/utils/usage-metering.ts:356; server/utils/stripe-processed-invoice-replay.ts:380; server/utils/quota-adjustment.ts:317; server/utils/quota-adjustment.ts:418; server/utils/quota-adjustment.ts:420; server/utils/quota-adjustment.ts:422	CONSTRAINT "usage_events_metadata_json_check" CHECK(metadata_json IS NULL OR (json_valid(metadata_json)))	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge
usage_quota_grants	12	6	14	retain domain table	Quota entitlement ledger	Explicit grant/reset period and consume-once identity	usage-metering.ts; quota-adjustment.ts	seed-definitions/billing-sql.ts:37; server/utils/ai-credits.ts:201; server/utils/ai-credits.ts:218; server/utils/usage-metering.ts:144; server/utils/usage-metering.ts:244; server/utils/usage-metering.ts:298; server/utils/stripe-processed-invoice-replay.ts:375; server/utils/quota-adjustment.ts:301; server/utils/quota-adjustment.ts:327; server/utils/quota-adjustment.ts:406; server/utils/quota-adjustment.ts:409; server/utils/quota-adjustment.ts:412; server/utils/quota-adjustment.ts:415; server/utils/quota-adjustment.ts:570; server/utils/quota-adjustment.ts:578	CONSTRAINT "usage_quota_grants_grant_type_check" CHECK(grant_type IN ('plan', 'reset', 'manual'))	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge
user	29	8	15	retain domain table	Better Auth	Supported provider-owned user schema/adapter contract; full pinned 18-table census proves indirect consumers	auth.ts; better-auth-stripe.ts; member-access.ts	scripts/backup-kikuzuki.mjs:62; scripts/backup-kikuzuki.mjs:112; scripts/canary-prod.mjs:55; scripts/verify-seeded-d1.ts:25; scripts/verify-seeded-d1.ts:27; scripts/generate-pottery-house-seed.ts:61; scripts/generate-ncls-seed.ts:55; scripts/generate-ncls-seed.ts:60; scripts/generate-kikuzuki-seed.ts:85; scripts/generate-demo-seed.ts:91; scripts/generate-demo-seed.ts:308; scripts/generate-demo-seed.ts:314; scripts/generate-demo-seed.ts:319; scripts/generate-demo-seed.ts:350; scripts/reset-e2e-artifacts.ts:191; scripts/reset-e2e-artifacts.ts:269; scripts/reset-e2e-artifacts.ts:278; scripts/provision-development-auth.ts:81; scripts/provision-development-auth.ts:90; scripts/provision-development-auth.ts:107		Preserve supported provider state/issued credentials exactly; provider expiry/revocation and existing FK lifecycle remain authoritative
verification	0	0	6	retain domain table	Better Auth	Supported provider-owned verification schema/adapter contract; full pinned 18-table census proves indirect consumers	auth.ts; better-auth-stripe.ts; member-access.ts	scripts/canary-prod.mjs:93		Preserve supported provider state/issued credentials exactly; provider expiry/revocation and existing FK lifecycle remain authoritative
work_requests	0	0	14	retain domain table	Managed service	Submitted work/type/priority/assignment/completion	work-request-management.ts; api/admin/work-requests/[id].patch.ts	server/utils/mcp-workflows.ts:332; server/api/admin/work-requests.get.ts:23; server/api/admin/work-requests/[id].patch.ts:65; server/api/admin/work-requests/[id].patch.ts:73; server/utils/work-requests-dashboard.ts:15; server/utils/work-request-management.ts:70	CONSTRAINT "work_requests_status_check" CHECK(status IN ('pending', 'in_progress', 'done', 'cancelled')); CONSTRAINT "work_requests_priority_check" CHECK(priority IN ('low', 'normal', 'high', 'urgent')); CONSTRAINT "work_requests_type_check" CHECK(type IN ('content_update', 'product_update', 'seo', 'google_places', 'seasonal', 'photo_update', 'social_media', 'technical', 'other')); CONSTRAINT "work_requests_source_check" CHECK(source IN ('dashboard', 'whatsapp'))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
zaraz_sync_lock	1	0	2	retain domain table	Provider synchronization	Singleton lease; NULL locked_at intentionally means unheld	zaraz-analytics.ts	server/utils/zaraz-analytics.ts:111; server/utils/zaraz-analytics.ts:116; server/utils/zaraz-analytics.ts:127		Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
